OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-35492,2025-225S,2026-06-24T23:21:17.152416,15.34411466,.0003312,53.1608,26.6500,89.6123,270.5260,0,U,65926,999,4084,.89001E-3,.29827E-3,0
STARLINK-35494,2025-225T,2026-06-24T23:06:08.322048,15.34413072,.0002529,53.1598,26.5916,87.8960,272.2332,0,U,65927,999,4084,.11573E-2,.38946E-3,0
STARLINK-35493,2025-225U,2026-06-23T21:17:02.773824,15.34408521,.00004943,53.1613,31.9612,96.9768,263.1291,0,U,65928,999,4067,.81421818E-3,.27241E-3,0
STARLINK-35175,2025-225V,2026-06-24T23:18:16.737120,15.30219177,.0001357,53.1557,27.3460,95.4997,264.6159,0,U,65929,999,4083,.12195E-2,.35956E-3,0
STARLINK-35513,2025-225W,2026-06-24T23:24:18.323712,15.34418691,.0001044,53.1598,26.6688,95.1100,265.0021,0,U,65930,999,4084,.11753E-2,.39566E-3,0
STARLINK-35526,2025-225X,2026-06-24T23:13:43.400352,15.30247127,.0001263,53.1558,27.3249,90.7215,269.3930,0,U,65931,999,4083,.22208E-2,.66098E-3,0
STARLINK-35436,2025-225Y,2026-06-24T23:09:09.432000,15.30185430,.0001236,53.1597,27.3057,101.8140,258.2999,0,U,65932,999,4083,.9177E-3,.26907E-3,0
STARLINK-35192,2025-225Z,2026-06-24T23:18:14.890752,15.34413577,.0002416,53.1554,26.6407,89.0453,271.0826,0,U,65933,999,4084,.72096E-3,.24072E-3,0
STARLINK-33921,2025-225AA,2026-06-24T23:00:02.672064,15.30218176,.0001361,53.1571,27.2650,94.1988,265.9168,0,U,65934,999,3994,.73205E-3,.21397E-3,0
STARLINK-35155,2025-225AB,2026-06-24T23:33:23.605344,15.34412358,.0001493,53.1584,26.7063,100.1287,259.9884,0,U,65935,999,3995,.74907E-3,.25027E-3,0
STARLINK-35161,2025-225AC,2026-06-24T23:45:31.368096,15.34404843,.0000796,53.1596,26.7592,70.9573,289.1516,0,U,65936,999,3995,.67285E-3,.22429E-3,0
STARLINK-35473,2025-225AD,2026-06-23T21:38:15.225504,15.34407095,.00012255,53.1604,32.0529,105.4412,254.6726,0,U,65937,999,3978,.37786249E-3,.12414E-3,0
2025-226A,2025-226A,2026-06-25T04:58:15.288960,15.16488616,.0015153,97.6444,256.7266,118.2436,242.0328,0,U,65938,999,3891,.45644E-3,.8849E-4,0
2025-226B,2025-226B,2026-06-25T04:36:56.727072,15.08926255,.0013761,97.6392,254.7498,117.4231,242.8399,0,U,65939,999,3878,.21367E-3,.3313E-4,0
2025-226C,2025-226C,2026-06-25T04:31:29.393760,15.16025855,.0014791,97.6348,256.2919,111.5703,248.7107,0,U,65940,999,3889,.46597E-3,.8916E-4,0
SHIYAN-31,2025-227A,2026-06-25T01:51:20.516256,15.23657861,.0010619,80.0028,123.9484,149.8344,210.3498,0,U,65945,999,3875,.34368E-3,.8271E-4,0
KUIPER-00101,2025-228A,2026-06-23T22:04:28.693920,14.79932542,.00004458,51.8976,250.8103,90.3658,269.7355,0,U,65947,999,3896,.15897268E-3,.991E-5,0
KUIPER-00113,2025-228B,2026-06-24T21:42:16.577856,14.79933667,.000058,51.8967,241.4750,87.6947,272.4081,0,U,65948,999,3917,.29828E-3,.2054E-4,0
KUIPER-00117,2025-228C,2026-06-23T22:08:21.920352,14.79931883,.00004382,51.8960,248.3173,89.5942,270.5071,0,U,65949,999,3899,.15823313E-3,.985E-5,0
KUIPER-00121,2025-228D,2026-06-23T21:27:30.772224,14.79931905,.00003096,51.8983,243.4525,94.3142,265.7856,0,U,65950,999,3906,.94942568E-4,.503E-5,0
KUIPER-00122,2025-228E,2026-06-24T21:30:37.478304,14.79933598,.0000524,51.8968,248.9955,93.3598,266.7424,0,U,65951,999,3907,.2388E-3,.16E-4,0
KUIPER-00123,2025-228F,2026-06-23T12:17:09.087072,14.79931144,.00002386,51.8977,255.1304,83.5853,276.5137,0,U,65952,999,3886,.77174658E-4,.367E-5,0
KUIPER-00124,2025-228G,2026-06-24T20:53:38.803200,14.79936573,.0000361,51.8966,241.6107,93.3275,266.7729,0,U,65953,999,3917,.22539E-3,.1498E-4,0
KUIPER-00125,2025-228H,2026-06-23T20:58:18.676992,14.79934413,.00004016,51.8977,231.0591,99.6165,260.4843,0,U,65954,999,3923,.28570109E-3,.1958E-4,0
KUIPER-00126,2025-228J,2026-06-24T21:34:30.525024,14.79937875,.0000238,51.8968,246.5138,53.9896,306.1088,0,U,65955,999,3910,.36718E-3,.258E-4,0
KUIPER-00127,2025-228K,2026-06-24T21:21:48.641184,14.79934111,.0000378,51.8993,239.0224,92.3720,267.7285,0,U,65956,999,3921,.26575E-3,.1805E-4,0
KUIPER-00128,2025-228L,2026-06-24T20:57:32.126400,14.79930850,.0000514,51.9001,239.1610,99.9664,260.1357,0,U,65957,999,3920,.12347E-3,.72E-5,0
KUIPER-00129,2025-228M,2026-06-23T21:35:17.164608,14.79934192,.00004276,51.8985,238.4485,94.8013,265.2999,0,U,65958,999,3913,.14020532E-3,.848E-5,0
KUIPER-00130,2025-228N,2026-06-24T21:01:25.569696,14.79933202,.0000312,51.9007,236.6589,83.3865,276.7133,0,U,65959,999,2953,.93582E-4,.492E-5,0
KUIPER-00134,2025-228P,2026-06-25T04:08:00.780864,15.41415861,.000688,51.8701,158.4877,342.9367,17.1389,0,U,65960,999,4035,.88233E-3,.37289E-3,0
KUIPER-00135,2025-228Q,2026-06-23T21:31:24.762432,14.79936754,.00004079,51.9001,241.0449,96.8254,263.2755,0,U,65961,999,3909,.30839503E-3,.2131E-4,0
KUIPER-00136,2025-228R,2026-06-24T21:05:18.243168,14.79932255,.0000388,51.8995,234.1613,76.9976,283.1029,0,U,65962,999,3927,.36251E-3,.2543E-4,0
KUIPER-00137,2025-228S,2026-06-24T21:09:12.292128,14.79934048,.0000437,51.9018,231.6388,86.9180,273.1832,0,U,65963,999,3931,.3583E-3,.2511E-4,0
KUIPER-00138,2025-228T,2026-06-23T21:43:00.658272,14.79948698,.00001971,51.8975,233.3930,127.1647,232.9333,0,U,65964,999,3920,-.14154172E-3,-.13E-4,0
KUIPER-00140,2025-228U,2026-06-23T21:39:09.955584,14.79937365,.00003167,51.8961,235.9930,99.8720,260.2278,0,U,65965,999,3916,.15395749E-3,.953E-5,0
KUIPER-00141,2025-228V,2026-06-23T10:26:11.892768,14.79931998,.00004906,51.9014,233.1091,77.3943,282.7074,0,U,65966,999,3916,.29250072E-3,.2009E-4,0
KUIPER-00146,2025-228W,2026-06-24T21:13:05.668896,14.79934473,.0000397,51.9012,229.2114,85.5833,274.5175,0,U,65967,999,3934,.10609E-3,.588E-5,0
KUIPER-00149,2025-228X,2026-06-23T20:13:34.447584,14.79927789,.00003501,51.8987,228.7052,83.3422,276.7580,0,U,65968,999,3926,.18301688E-3,.1174E-4,0
KUIPER-00154,2025-228Y,2026-06-23T21:06:04.928544,14.79934006,.00004565,51.8982,226.0381,26.6495,333.4491,0,U,65969,999,3930,.85975215E-4,.434E-5,0
KUIPER-00157,2025-228Z,2026-06-23T21:02:12.621408,14.79937702,.00002785,51.9002,228.6817,70.3312,289.7680,0,U,65970,999,3926,.20006659E-3,.1305E-4,0
STRIX-5,2025-229A,2026-06-23T22:34:51.634560,15.04466678,.00355932,41.9272,249.9458,97.0233,263.4643,0,U,65971,999,3799,.25407223E-3,.3468E-4,0
SDA_1664,2025-230A,2026-06-25T02:56:25.086048,13.79688890,.0000928,81.2980,205.0154,105.8351,254.2905,0,U,65974,999,3486,.15073E-3,.167E-5,0
SDA_1665,2025-230B,2026-06-25T04:33:27.148320,13.82046402,.0001366,81.2995,204.5500,96.2165,263.9146,0,U,65975,999,3490,.15881E-3,.182E-5,0
SDA_1666,2025-230C,2026-06-25T03:29:51.192096,13.81916221,.0001106,81.2982,204.5907,108.3124,251.8151,0,U,65976,999,3489,.14381E-3,.166E-5,0
SDA_1667,2025-230D,2026-06-25T03:23:02.534784,13.81441104,.000111,81.2978,204.7306,90.2159,269.9124,0,U,65977,999,3488,.11636E-3,.136E-5,0
SDA_1668,2025-230E,2026-06-25T03:04:07.470336,13.84236084,.0002828,81.2983,204.1214,168.5776,191.5446,0,U,65978,999,3492,.15689E-3,.187E-5,0
SDA_1669,2025-230F,2026-06-25T04:12:45.881856,13.84046422,.0003782,81.2990,204.1913,164.2735,195.8540,0,U,65979,999,3492,.12241E-3,.148E-5,0
SDA_1670,2025-230G,2026-06-25T04:09:10.587744,13.80311285,.000149,81.2976,204.7593,104.8335,255.2984,0,U,65980,999,3488,.47415E-4,.61E-6,0
SDA_1671,2025-230H,2026-06-25T03:21:28.599840,13.80222731,.0002611,81.2983,204.4579,148.2860,211.8452,0,U,65981,999,3490,.80302E-4,.95E-6,0
SDA_1672,2025-230J,2026-06-25T03:53:18.331872,13.82255799,.000148,81.3001,204.6738,92.2084,267.9241,0,U,65982,999,3489,.12058E-3,.142E-5,0
SDA_1673,2025-230K,2026-06-25T03:17:21.607296,13.82266896,.0001023,81.2995,204.3298,117.2243,242.9017,0,U,65983,999,3491,-.702E-3,-.745E-5,0
SDA_1674,2025-230L,2026-06-25T02:31:28.051392,13.82051394,.0001263,81.2986,204.4148,139.6207,220.5042,0,U,65984,999,3490,.90635E-4,.109E-5,0
SDA_1675,2025-230M,2026-06-25T04:12:56.414880,13.84762275,.0003969,81.2963,204.2851,124.7700,235.3831,0,U,65985,999,3491,.13042E-3,.159E-5,0
SDA_1676,2025-230N,2026-06-25T04:13:22.831680,13.78916872,.0001624,81.3000,205.1501,109.2066,250.9263,0,U,65986,999,3486,.44453E-4,.57E-6,0
SDA_1677,2025-230P,2026-06-25T04:37:45.042816,13.78579954,.0001991,81.2982,205.1083,110.4702,249.6666,0,U,65987,999,3486,.16359E-3,.177E-5,0
SDA_1678,2025-230Q,2026-06-25T03:17:45.723264,13.84982199,.0001914,81.2996,204.1676,149.4875,210.6393,0,U,65988,999,3492,.11028E-3,.136E-5,0
SDA_1679,2025-230R,2026-06-25T04:01:16.884192,13.84853532,.0003437,81.3014,204.2255,161.3190,198.8094,0,U,65989,999,3492,.66558E-4,.87E-6,0
SDA_1680,2025-230S,2026-06-25T03:54:47.869056,13.85232402,.0004356,81.2992,204.1814,159.8470,200.2860,0,U,65990,999,3492,.14064E-3,.171E-5,0
SDA_1681,2025-230T,2026-06-25T03:34:58.815840,13.85304829,.0004445,81.2992,204.1585,162.5632,197.5679,0,U,65991,999,3492,.98362E-4,.124E-5,0
SDA_1682,2025-230U,2026-06-25T04:32:57.317856,13.78094084,.0001172,81.3010,205.2112,103.4350,256.6934,0,U,65992,999,3486,.15216E-3,.165E-5,0
SDA_1683,2025-230V,2026-06-25T03:18:30.229632,13.78977933,.0001129,81.2998,205.1098,100.1474,259.9808,0,U,65993,999,3486,.12924E-3,.144E-5,0
SDA_1684,2025-230W,2026-06-25T03:06:48.098304,13.79433878,.0001565,81.2994,205.0764,112.4237,247.7083,0,U,65994,999,3486,.14917E-3,.165E-5,0
HULIANWANG DIGUI-87,2025-231A,2026-06-25T05:01:26.621760,13.29326857,.0000719,49.9980,147.0658,272.7705,87.3084,0,U,65995,999,3395,.25693E-4,-.112E-5,0
HULIANWANG DIGUI-88,2025-231B,2026-06-25T05:13:24.695616,13.29322718,.0000779,49.9961,147.0843,262.3731,97.7053,0,U,65996,999,3395,.13826E-3,-.6E-6,0
HULIANWANG DIGUI-89,2025-231C,2026-06-25T04:49:23.369088,13.29326781,.0000836,49.9944,146.9533,268.2448,91.8328,0,U,65997,999,3395,.39753E-4,-.106E-5,0
HULIANWANG DIGUI-90,2025-231D,2026-06-25T04:37:25.269312,13.29325278,.0000812,49.9975,146.9681,264.9175,95.1605,0,U,65998,999,3395,.78908E-4,-.87E-6,0
HULIANWANG DIGUI-91,2025-231E,2026-06-25T04:25:23.890656,13.29325786,.000079,50.0007,146.9647,265.8632,94.2149,0,U,65999,999,3395,-.62926E-4,-.153E-5,0
HULIANWANG DIGUI-92,2025-231F,2026-06-25T04:13:19.163136,13.29327613,.0000791,50.0044,147.0005,268.4908,91.5873,0,U,66000,999,3395,-.67188E-4,-.155E-5,0
HULIANWANG DIGUI-93,2025-231G,2026-06-25T03:49:11.900928,13.29326667,.000079,50.0013,146.8532,266.1119,93.9663,0,U,66001,999,3395,-.64179E-4,-.154E-5,0
HULIANWANG DIGUI-94,2025-231H,2026-06-25T04:01:23.954304,13.29324764,.0000815,50.0041,146.9734,264.8818,95.1961,0,U,66002,999,3395,.20844E-4,-.114E-5,0
HULIANWANG DIGUI-95,2025-231J,2026-06-25T05:25:35.302656,13.29331244,.0000765,50.0014,146.5640,267.2053,92.8731,0,U,66003,999,3396,.50228E-4,-.101E-5,0
STARLINK-34849,2025-232A,2026-06-23T18:48:51.602976,15.34417846,.00008332,53.1597,330.0881,76.0121,284.0974,0,U,66005,999,3968,.92655763E-3,.31076E-3,0
STARLINK-35336,2025-232B,2026-06-24T03:11:10.438944,15.34400906,.00033164,53.1585,328.7012,74.6693,285.4676,0,U,66006,999,3973,.80978973E-3,.27086E-3,0
STARLINK-35196,2025-232C,2026-06-24T02:59:55.324896,15.30210131,.00002482,53.1578,329.3636,6.1071,353.9933,0,U,66007,999,3972,.79405257E-3,.2324E-3,0
STARLINK-35236,2025-232D,2026-06-24T03:14:11.524704,15.34398513,.00013172,53.1586,328.7137,92.0602,268.0552,0,U,66008,999,3972,.86494447E-3,.28959E-3,0
STARLINK-35276,2025-232E,2026-06-24T03:18:08.570880,15.30216941,.00009847,53.1601,329.4421,264.3967,95.6921,0,U,66009,999,3971,.20134424E-3,.5612E-4,0
STARLINK-35297,2025-232F,2026-06-23T19:00:58.383360,15.34426491,.00009182,53.1580,330.1359,97.3222,262.7885,0,U,66010,999,3968,.10186677E-2,.34227E-3,0
STARLINK-35256,2025-232G,2026-06-23T17:26:29.446080,15.30219485,.00021627,53.1594,331.1420,101.5521,258.5723,0,U,66011,999,3967,.71806366E-3,.20981E-3,0
STARLINK-35293,2025-232H,2026-06-23T20:25:28.609248,15.30222999,.00005079,53.1577,330.4952,76.5662,283.5396,0,U,66012,999,3969,.958674E-3,.28162E-3,0
STARLINK-35307,2025-232J,2026-06-24T03:32:22.521696,15.34401516,.0002026,53.1589,328.7937,93.6968,266.4266,0,U,66013,999,3974,.73777562E-3,.24634E-3,0
STARLINK-35395,2025-232K,2026-06-24T03:09:02.915136,15.30191011,.00020446,53.1585,329.4014,78.6221,281.5010,0,U,66014,999,3973,.6935415E-3,.20232E-3,0
STARLINK-34622,2025-232L,2026-06-24T03:17:13.250688,15.34408206,.00012797,53.1591,328.7255,95.4755,264.6393,0,U,66015,999,3973,.57091685E-3,.18967E-3,0
STARLINK-35243,2025-232M,2026-06-22T17:36:08.148096,15.34399129,.00004136,53.1614,335.6083,41.1039,318.9995,0,U,66016,999,3952,.67411362E-3,.22468E-3,0
STARLINK-35398,2025-232N,2026-06-24T03:05:05.495712,15.34397222,.00003213,53.1588,328.6770,275.4481,84.6485,0,U,66017,999,3974,.91955286E-3,.30817E-3,0
STARLINK-35376,2025-232P,2026-06-24T03:47:30.819840,15.34423444,.00002574,53.1620,328.8577,109.8040,250.2991,0,U,66018,999,3974,.81008486E-3,.27113E-3,0
STARLINK-35382,2025-232Q,2026-06-24T03:53:34.857600,15.34397115,.00010985,53.1626,328.8850,49.5622,310.5476,0,U,66019,999,3974,.72935374E-3,.24344E-3,0
STARLINK-35430,2025-232R,2026-06-24T03:13:36.326208,15.30182152,.00014907,53.1589,329.4191,76.1541,283.9626,0,U,66020,999,3971,.51388018E-3,.14883E-3,0
STARLINK-35432,2025-232S,2026-06-24T03:22:43.331520,15.30196407,.00016035,53.1604,329.4593,83.9836,276.1347,0,U,66021,999,3973,.70015787E-3,.20432E-3,0
STARLINK-35340,2025-232T,2026-06-24T03:04:28.950240,15.30211649,.0000312,53.1587,329.3800,84.7213,275.3823,0,U,66022,999,3973,.82211758E-3,.24077E-3,0
STARLINK-35394,2025-232U,2026-06-24T02:55:21.718560,15.30231561,.00004028,53.1589,329.3385,16.4813,343.6201,0,U,66023,999,3973,.83488539E-3,.24473E-3,0
STARLINK-35410,2025-232V,2026-06-23T17:21:07.027200,15.34424585,.00019235,53.1595,330.4079,102.7446,257.3772,0,U,66024,999,3968,.78262624E-3,.26179E-3,0
STARLINK-35280,2025-232W,2026-06-23T17:21:55.685088,15.30212198,.00013864,53.1583,331.1200,95.4996,264.6163,0,U,66025,999,3967,.4923354E-3,.14256E-3,0
STARLINK-34812,2025-232X,2026-06-24T03:20:15.617760,15.34412251,.00027063,53.1590,328.7372,87.9410,272.1903,0,U,66026,999,3973,.86788888E-3,.29073E-3,0
STARLINK-35341,2025-232Y,2026-06-24T03:38:25.838880,15.34410303,.00006186,53.1615,328.8137,43.3238,316.7813,0,U,66027,999,3974,.64058006E-3,.21336E-3,0
STARLINK-35339,2025-232Z,2026-06-23T16:47:55.391424,15.34408075,.00019536,53.1628,330.9668,93.9060,266.2166,0,U,66028,999,3967,.94640239E-3,.31743E-3,0
STARLINK-35399,2025-232AA,2026-06-25T03:35:39.702048,15.34418218,.000083,53.1592,324.3738,73.6160,286.4934,0,U,66029,999,3989,.21899E-3,.7034E-4,0
STARLINK-35431,2025-232AB,2026-06-24T03:26:20.583456,15.34401867,.00012906,53.1599,328.7581,86.7525,273.3625,0,U,66030,999,3974,.11433894E-2,.38456E-3,0
STARLINK-35326,2025-232AC,2026-06-23T20:25:40.785600,15.34408416,.00011036,53.1594,329.7767,76.2861,283.8264,0,U,66031,999,3970,.83866466E-3,.28073E-3,0
STARLINK-35311,2025-232AD,2026-06-23T20:31:43.944672,15.34436853,.00005734,53.1590,329.8017,78.9993,281.1074,0,U,66032,999,3970,.11200739E-2,.37702E-3,0
QIANFAN-91,2025-233A,2026-06-25T03:10:04.634112,13.51012545,.000178,88.9997,42.3877,83.9481,276.1873,0,U,66033,999,3425,.13785E-3,.101E-5,0
QIANFAN-92,2025-233B,2026-06-25T03:21:52.135200,13.51015703,.0001958,88.9981,42.3573,79.7604,280.3768,0,U,66034,999,3425,.1438E-3,.105E-5,0
QIANFAN-93,2025-233C,2026-06-25T03:33:45.058752,13.51014462,.000182,89.0007,42.4105,82.5003,277.6355,0,U,66035,999,3425,.13147E-3,.97E-6,0
QIANFAN-94,2025-233D,2026-06-25T03:15:59.452128,13.51013061,.0001993,89.0004,42.3147,83.4652,276.6726,0,U,66036,999,3430,.14175E-3,.104E-5,0
QIANFAN-95,2025-233E,2026-06-25T03:27:52.857792,13.51014156,.000189,89.0001,41.8574,88.3895,271.7473,0,U,66037,999,3455,.13698E-3,.1E-5,0
QIANFAN-96,2025-233F,2026-06-25T04:03:25.119936,13.51013048,.0001759,88.9999,42.3981,86.1290,274.0062,0,U,66038,999,3425,.12409E-3,.92E-6,0
QIANFAN-97,2025-233G,2026-06-25T03:39:41.476896,13.51013246,.0001813,89.0002,42.3841,84.1220,276.0138,0,U,66039,999,3426,.12218E-3,.91E-6,0
QIANFAN-98,2025-233H,2026-06-25T03:51:30.432096,13.51013181,.0002376,88.9990,42.1132,87.9671,272.1752,0,U,66040,999,3440,.10903E-3,.82E-6,0
QIANFAN-99,2025-233J,2026-06-25T02:10:45.710112,13.51013073,.0002186,89.0002,42.3943,89.2514,270.8888,0,U,66041,999,3425,.11994E-3,.89E-6,0
QIANFAN-100,2025-233K,2026-06-25T03:45:48.535200,13.50999350,.000182,89.0014,42.3157,83.1660,276.9698,0,U,66042,999,3431,.10329E-3,.79E-6,0
QIANFAN-101,2025-233L,2026-06-25T03:34:23.556000,14.26812450,.0017235,88.9996,39.6554,113.9589,246.3412,0,U,66043,999,3576,.13301E-3,.337E-5,0
QIANFAN-102,2025-233M,2026-06-25T04:15:13.478112,13.51013087,.0001982,89.0000,42.2950,84.3786,275.7591,0,U,66044,999,3431,.14242E-3,.104E-5,0
QIANFAN-103,2025-233N,2026-06-25T02:34:30.603360,13.51013959,.0001805,89.0003,42.3975,83.1072,277.0285,0,U,66045,999,3425,.13721E-3,.101E-5,0
QIANFAN-104,2025-233P,2026-06-25T02:40:32.945952,13.51000739,.0002052,89.0008,42.2997,82.2412,277.8972,0,U,66046,999,3430,.13033E-3,.96E-6,0
QIANFAN-105,2025-233Q,2026-06-25T02:52:26.666976,13.51002463,.0001879,89.0020,42.1430,87.0926,273.0440,0,U,66047,999,3441,.12383E-3,.92E-6,0
QIANFAN-106,2025-233R,2026-06-25T02:46:24.181824,13.51013099,.0002289,88.9989,42.3538,87.5883,272.5531,0,U,66048,999,3425,.12208E-3,.91E-6,0
QIANFAN-107,2025-233S,2026-06-25T02:58:12.953856,13.51012513,.0001831,89.0005,42.3867,82.5861,277.5498,0,U,66049,999,3426,.11948E-3,.89E-6,0
QIANFAN-108,2025-233T,2026-06-25T03:04:08.572800,13.51013632,.0002259,88.9998,42.3734,86.3401,273.8009,0,U,66050,999,3426,.12767E-3,.94E-6,0
2025-234B,2025-234B,2026-06-25T03:46:34.211424,15.21120976,.0012456,97.4766,245.3362,70.7641,289.4941,0,U,66054,999,3785,.27201E-3,.5995E-4,0
2025-234C,2025-234C,2026-06-25T03:53:31.839648,15.24218344,.0016086,97.4259,244.4760,127.2467,233.0240,0,U,66055,999,3790,.22229E-3,.5366E-4,0
2025-234D,2025-234D,2026-06-25T03:52:55.822080,15.21331606,.000286,97.4242,243.9608,131.5141,228.6341,0,U,66056,999,3786,.67349E-3,.1503E-3,0
STARLINK-35552,2025-235A,2026-06-25T02:03:13.628160,15.34422226,.0001266,53.1579,102.1737,85.0066,275.1081,0,U,66058,999,3942,.10956E-2,.36849E-3,0
STARLINK-35560,2025-235B,2026-06-25T03:28:13.509120,15.33515736,.0001639,53.1591,106.1274,84.3355,275.7834,0,U,66059,999,3937,.39148E-2,.1305E-2,0
STARLINK-35558,2025-235C,2026-06-25T02:35:11.853312,15.30214688,.0001097,53.1581,106.6106,93.3549,266.7577,0,U,66060,999,3936,.8398E-3,.24607E-3,0
STARLINK-35566,2025-235D,2026-06-25T03:03:54.362592,15.30213154,.0001336,53.1595,106.0222,95.9436,264.1717,0,U,66061,999,3937,.90892E-3,.26668E-3,0
STARLINK-35421,2025-235E,2026-06-25T02:49:22.131264,15.34415562,.0001208,53.1597,105.9640,95.9891,264.1249,0,U,66062,999,3937,.96953E-3,.32539E-3,0
STARLINK-35562,2025-235F,2026-06-25T02:47:21.235200,15.30221945,.0001232,53.1576,106.6584,96.2417,263.8724,0,U,66063,999,3936,.1088E-2,.32025E-3,0
STARLINK-35542,2025-235G,2026-06-25T00:45:57.081024,15.30207082,.0001282,53.1563,106.8485,92.6429,267.4719,0,U,66064,999,3935,.44857E-3,.12952E-3,0
STARLINK-35375,2025-235H,2026-06-25T01:10:15.861216,15.30217280,.0001195,53.1590,106.9538,70.5093,289.6037,0,U,66065,999,3935,.84949E-3,.24898E-3,0
STARLINK-35179,2025-235J,2026-06-25T02:26:04.930080,15.30212056,.0001233,53.1573,106.5688,82.9095,277.2046,0,U,66066,999,3936,.98689E-3,.28995E-3,0
STARLINK-35401,2025-235K,2026-06-25T01:03:27.608256,15.34405481,.0001359,53.1590,106.2148,97.0059,263.1098,0,U,66067,999,3933,.70792E-3,.23622E-3,0
STARLINK-35422,2025-235L,2026-06-25T04:00:00.999072,15.34355379,.0001341,53.1598,105.7560,94.8362,164.8218,0,U,66068,999,580,.11658E-2,.39161E-3,0
STARLINK-35279,2025-235M,2026-06-25T01:38:58.354080,15.30217105,.0001046,53.1586,106.3631,95.6836,264.4285,0,U,66069,999,3936,.13351E-2,.39413E-3,0
STARLINK-35295,2025-235N,2026-06-25T02:38:14.115840,15.30215200,.000112,53.1571,106.6165,96.0230,264.0898,0,U,66070,999,3936,.11244E-2,.33107E-3,0
STARLINK-35323,2025-235P,2026-06-25T02:54:47.181888,15.30197102,.000131,53.1593,105.9792,92.8992,267.2159,0,U,66071,999,3937,.64721E-3,.18856E-3,0
STARLINK-35299,2025-235Q,2026-06-25T02:58:27.761088,15.34417830,.000166,53.1611,106.0048,88.1282,271.9911,0,U,66072,999,3937,.81978E-3,.27439E-3,0
STARLINK-35274,2025-235R,2026-06-25T02:39:45.229824,15.30222395,.000116,53.1572,106.6274,105.6856,254.4273,0,U,66073,999,3936,.12346E-2,.36412E-3,0
STARLINK-35321,2025-235S,2026-06-25T02:30:38.198592,15.30218564,.0001322,53.1580,106.5887,101.7694,258.3456,0,U,66074,999,3936,.60669E-3,.17662E-3,0
STARLINK-35131,2025-235T,2026-06-25T02:55:25.635072,15.34411250,.0001268,53.1591,105.9877,89.9331,270.1817,0,U,66075,999,3937,.99666E-3,.3346E-3,0
STARLINK-34801,2025-235U,2026-06-25T02:21:31.257216,15.30211413,.0001267,53.1572,106.5484,91.3936,268.7210,0,U,66076,999,3936,.9804E-3,.288E-3,0
STARLINK-35129,2025-235V,2026-06-25T01:42:55.653408,15.33729305,.0013732,53.1601,106.3819,15.3227,344.8188,0,U,66077,999,3936,-.21378E-1,-.66032E-2,0
STARLINK-35116,2025-235W,2026-06-24T02:12:44.183520,15.30214012,.00011882,53.1591,110.9342,79.3223,280.7911,0,U,66078,999,3921,.65832104E-3,.19197E-3,0
STARLINK-35402,2025-235X,2026-06-25T03:08:27.867840,15.30238597,.0001383,53.1596,106.0368,100.1404,259.9753,0,U,66079,999,3937,.68698E-3,.20067E-3,0
STARLINK-35325,2025-235Y,2026-06-25T01:00:25.299072,15.34418175,.0000908,53.1579,106.1993,105.1535,254.9568,0,U,66080,999,3936,.12523E-2,.42197E-3,0
STARLINK-35403,2025-235Z,2026-06-25T02:57:59.008896,15.31726437,.0001172,53.1586,105.2809,111.5571,248.5555,0,U,66081,999,3938,.83206E-3,.25564E-3,0
STARLINK-35011,2025-235AA,2026-06-25T01:44:11.282784,15.31732980,.0001448,53.1587,105.6732,101.9612,258.1552,0,U,66082,999,3937,.12518E-2,.38723E-3,0
STARLINK-35291,2025-235AB,2026-06-25T02:42:47.480256,15.30217926,.0001192,53.1576,106.6358,127.2687,232.8423,0,U,66083,999,3933,.77777E-3,.2276E-3,0
STARLINK-35379,2025-235AC,2026-06-25T00:50:30.340896,15.30207260,.0001297,53.1563,106.8584,84.4066,275.7083,0,U,66084,999,3935,.59532E-3,.17317E-3,0
STARLINK-35370,2025-235AD,2026-06-25T02:33:40.599360,15.30215400,.0001178,53.1576,106.5949,103.5208,256.5924,0,U,66085,999,3933,.88235E-3,.25877E-3,0
STARLINK-35596,2025-236A,2026-06-23T17:14:28.155552,15.30211689,.00022617,53.1592,331.6962,90.8335,269.2925,0,U,66086,999,3917,.56477401E-3,.16411E-3,0
STARLINK-35563,2025-236B,2026-06-24T03:50:31.245504,15.34432365,.00016819,53.1632,328.7704,307.2984,52.7865,0,U,66087,999,3919,.64681593E-3,.21563E-3,0
STARLINK-35461,2025-236C,2026-06-24T03:02:56.139360,15.30217336,.00014731,53.1590,329.2682,71.2883,288.8278,0,U,66088,999,3918,.15523751E-3,.4243E-4,0
STARLINK-35571,2025-236D,2026-06-24T03:16:36.954912,15.30198474,.00009338,53.1595,329.3316,98.0485,262.0622,0,U,66089,999,3924,.85182303E-3,.24953E-3,0
STARLINK-35570,2025-236E,2026-06-24T02:53:48.818688,15.30227001,.00004826,53.1593,329.2277,9.4662,350.6347,0,U,66090,999,3924,.97689668E-3,.2871E-3,0
