OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
HONGYAN 1 (CHONGQING),2018-112F,2026-06-24T07:16:59.488320,13.43820793,.00067715,50.0068,210.8375,277.2818,82.7290,0,U,43914,999,36749,-.58343933E-4,-.163E-5,0
YUNHAI-2 01F,2018-112G,2026-06-25T03:26:21.119136,14.29031433,.0007003,50.0094,193.8776,353.3575,6.7247,0,U,43915,999,38944,.11959E-3,.143E-5,0
ZHONGXING-2D,2019-001A,2026-06-25T01:14:18.321216,1.00274047,.0001463,0.0389,179.5944,172.2073,69.9755,0,U,43920,999,5415,0,-.327E-5,0
IRIDIUM 180,2019-002A,2026-06-25T00:28:30.918720,14.34217516,.0002132,86.3969,350.3225,89.1802,270.9638,0,U,43922,999,39011,-.51119E-6,.18E-6,0
IRIDIUM 176,2019-002B,2026-06-24T23:24:15.943392,14.72223285,.0002426,86.6088,350.2836,88.5204,271.6291,0,U,43923,999,40039,.87378E-4,.575E-5,0
IRIDIUM 168,2019-002C,2026-06-25T00:19:22.365120,14.34217024,.0002224,86.3974,350.4025,90.1496,269.9954,0,U,43924,999,39009,.81702E-4,.249E-5,0
IRIDIUM 173,2019-002D,2026-06-25T00:01:06.960000,14.34217867,.0002157,86.3972,350.2964,88.2466,271.8977,0,U,43925,999,39007,.1921E-4,.74E-6,0
IRIDIUM 169,2019-002E,2026-06-25T02:41:20.408064,14.38607104,.000169,86.4221,21.8794,80.5451,279.5938,0,U,43926,999,39136,.11641E-3,.376E-5,0
IRIDIUM 172,2019-002F,2026-06-24T23:51:58.757184,14.34217023,.0002251,86.3971,350.3067,90.2889,269.8565,0,U,43927,999,39008,.58892E-5,.36E-6,0
IRIDIUM 175,2019-002G,2026-06-24T01:38:55.330080,14.43615979,.00034028,86.4515,287.6441,160.3298,199.8035,0,U,43928,999,39997,.69613491E-4,.256E-5,0
IRIDIUM 171,2019-002H,2026-06-25T04:25:58.893888,14.34217541,.0001949,86.3978,350.5346,93.2388,266.9030,0,U,43929,999,39010,-.55358E-5,.4E-7,0
IRIDIUM 170,2019-002J,2026-06-25T04:26:47.247648,14.72224992,.0002547,86.6091,350.1978,86.2953,273.8556,0,U,43930,999,40043,.14661E-3,.948E-5,0
IRIDIUM 167,2019-002K,2026-06-25T04:16:50.860416,14.34217680,.0001866,86.3968,350.2526,96.7233,263.4176,0,U,43931,999,39010,-.15274E-5,.16E-6,0
JILIN-1 09,2019-005B,2026-06-25T03:25:36.756192,15.20576408,.0003649,97.4741,271.0373,78.6395,281.5250,0,U,43943,999,41035,.24704E-3,.5342E-4,0
JILIN-1 10,2019-005E,2026-06-25T04:38:23.375040,15.25799330,.0006784,97.4787,274.9975,244.4246,115.6291,0,U,43946,999,41053,.25128E-3,.6352E-4,0
HELLAS-SAT 4 & SGS-1,2019-007A,2026-06-25T04:13:43.741344,1.00271978,.0005359,0.0730,128.1394,11.5536,236.0662,0,U,44034,999,2744,0,.162E-5,0
GSAT-31,2019-007B,2026-06-25T04:16:20.990208,1.00270259,.0000864,0.0480,253.7093,127.8305,3.7289,0,U,44035,999,2704,0,.135E-5,0
EGYPTSAT-A (MISRSAT-A),2019-008A,2026-06-25T03:54:15.844896,14.72315746,.0001461,98.0193,240.8168,100.7552,259.3820,0,U,44047,999,39441,.10022E-3,.584E-5,0
NUSANTARA SATU,2019-009A,2026-06-24T23:36:17.679744,1.00270439,.0004673,0.0436,147.1975,330.2547,295.7466,0,U,44048,999,2684,0,-.225E-5,0
ONEWEB-0012,2019-010A,2026-06-25T03:45:52.301376,13.16595120,.0001843,87.9089,227.2025,85.8975,274.2367,0,U,44057,999,35261,.42583E-5,.14E-6,0
ONEWEB-0010,2019-010B,2026-06-25T04:22:21.014688,13.16594994,.0001999,87.9089,227.1935,106.6524,253.4827,0,U,44058,999,35266,.20456E-4,.21E-6,0
ONEWEB-0008,2019-010C,2026-06-25T03:09:22.737024,13.16596165,.0002315,87.9090,227.1989,94.7749,265.3646,0,U,44059,999,35277,.23887E-4,.22E-6,0
ONEWEB-0007,2019-010D,2026-06-25T04:09:02.757312,13.15548737,.0001719,87.9002,257.6306,102.5259,257.6064,0,U,44060,999,35242,-.38341E-3,-.132E-5,0
ONEWEB-0006,2019-010E,2026-06-25T04:14:43.582848,13.15549768,.0001954,87.9010,257.5948,103.8556,256.2792,0,U,44061,999,35247,-.24619E-3,-.8E-6,0
ONEWEB-0011,2019-010F,2026-06-24T03:45:18.948384,13.15548045,.00021675,87.9011,257.8074,103.5971,256.5401,0,U,44062,999,35233,.13387758E-3,.63E-6,0
S5,2019-009D,2026-06-23T14:32:37.191264,0.99341575,.00031634,6.5775,70.7601,123.0190,117.0207,0,U,44065,999,2650,0,-.114E-5,0
ZHONGXING-6C,2019-012A,2026-06-24T18:36:31.552416,1.00271115,.0014231,0.0921,76.8771,334.9383,270.6523,0,U,44067,999,2681,0,-.327E-5,0
WGS 10 (USA 291),2019-014A,2026-06-25T04:19:50.652768,1.00272402,.0000577,0.0190,24.3349,20.3798,353.8759,0,U,44071,999,2669,0,.56E-6,0
PRISMA,2019-015A,2026-06-25T03:59:46.894272,14.83657853,.0001408,97.8642,250.8202,81.4026,278.7348,0,U,44072,999,39323,.10241E-3,.793E-5,0
TIANLIAN 2-01,2019-017A,2026-06-25T04:24:35.199072,1.00271995,.0001195,0.5610,83.1379,37.3450,295.9969,0,U,44076,999,2672,0,-.97E-6,0
EMISAT,2019-018A,2026-06-25T04:25:01.305696,14.43640495,.0018086,98.4645,234.9409,190.2113,169.8713,0,U,44078,999,38121,.57798E-4,.152E-5,0
O3B FM20,2019-020A,2026-06-22T19:24:52.079040,5.00115633,.00024231,0.0522,357.9628,85.4857,276.5775,0,U,44112,999,13185,0,-.22E-6,0
O3B FM19,2019-020B,2026-06-25T00:50:02.477760,5.00116038,.0003888,0.0761,338.5355,95.7880,285.7186,0,U,44113,999,13183,0,-.22E-6,0
O3B FM17,2019-020C,2026-06-23T21:58:25.659264,5.00115608,.00025935,0.0342,8.7534,82.7205,268.5546,0,U,44114,999,13186,0,-.22E-6,0
O3B FM18,2019-020D,2026-06-25T01:28:12.184032,5.00115421,.0002774,0.0526,357.6354,96.3971,265.9984,0,U,44115,999,13204,0,-.22E-6,0
ARABSAT-6A,2019-021A,2026-06-24T04:14:10.175424,1.00276578,.00007433,0.0484,8.1642,352.1044,6.1419,0,U,44186,999,2622,0,.161E-5,0
BEIDOU-3 IGSO-1,2019-023A,2026-06-24T12:59:44.316960,1.00289953,.0025748,58.7053,37.5725,224.9564,323.4804,0,U,44204,999,728,0,-.226E-5,0
TIANHUI 2-01A,2019-024A,2026-06-23T11:49:50.855808,15.16748809,.00015558,97.4800,178.3451,94.9459,265.1952,0,U,44207,999,10309,.71199348E-4,.133E-4,0
TIANHUI 2-01B,2019-024C,2026-06-23T10:14:50.932896,15.16748601,.00020387,97.4799,178.2774,85.4244,274.7222,0,U,44209,999,39565,.72026849E-4,.1346E-4,0
BEIDOU-2 G8,2019-027A,2026-06-24T23:35:55.216608,1.00269164,.0010018,1.6787,74.5266,284.2313,52.8483,0,U,44231,999,2615,0,-.24E-5,0
RISAT-2B,2019-028A,2026-06-25T01:32:49.006176,15.01698825,.000374,36.9977,307.3710,103.7025,256.4135,0,U,44233,999,38901,.2595E-3,.3359E-4,0
COSMOS 2534 [GLONASS-M],2019-030A,2026-06-23T04:49:17.664096,2.13102283,.00134649,64.3690,192.4139,275.0352,157.6045,0,U,44299,999,5505,0,.95E-6,0
YAMAL 601,2019-031A,2026-06-24T23:08:42.825984,1.00272990,.0002749,0.0252,78.4208,14.8109,216.0575,0,U,44307,999,2600,0,.129E-5,0
BUFENG 1A,2019-032A,2026-06-24T23:43:38.369856,15.28431640,.0010116,44.9733,14.1329,291.9526,68.0281,0,U,44310,999,38838,.37383E-3,.10271E-3,0
BUFENG 1B,2019-032B,2026-06-24T20:50:32.045280,15.27891706,.0025419,44.9743,328.0796,9.1455,350.9886,0,U,44311,999,38892,.39852E-3,.10869E-3,0
JILIN-1 GAOFEN 3A,2019-032C,2026-06-24T06:06:26.621856,15.32769932,.00060846,44.9760,318.0376,328.9912,31.0613,0,U,44312,999,38892,.34285765E-3,.10772E-3,0
TIANQI-3,2019-032E,2026-06-24T05:55:27.643872,15.38866992,.00083701,45.0009,300.5150,353.4158,6.6618,0,U,44314,999,38916,.4237251E-3,.1635E-3,0
WT 1B,2019-032G,2026-06-25T01:09:52.020864,15.27316324,.0010035,44.9718,18.0258,287.7631,72.2156,0,U,44316,999,38828,.36902E-3,.9788E-4,0
RCM-1,2019-033A,2026-06-25T01:05:06.539712,14.92588585,.000143,97.7600,183.3796,89.0412,271.0971,0,U,44322,999,38325,-.85004E-6,-.64E-6,0
RCM-3,2019-033B,2026-06-25T04:50:44.138400,14.92588447,.0001542,97.7598,183.6285,91.0098,269.1297,0,U,44323,999,38329,-.21362E-4,-.275E-5,0
RCM-2,2019-033C,2026-06-25T03:46:11.004384,14.92588732,.0001524,97.7599,183.5346,90.3583,269.7811,0,U,44324,999,38327,.9794E-4,.951E-5,0
AT&T T-16,2019-034A,2026-06-24T05:12:18.359424,1.00269597,.00004288,0.0234,69.8864,237.8872,301.8051,0,U,44333,999,2570,0,-.108E-5,0
EUTELSAT 7C,2019-034B,2026-06-24T01:54:38.704032,1.00271288,.00033904,0.0731,178.8149,257.9007,231.1901,0,U,44334,999,690,0,.55E-6,0
BEIDOU-3 IGSO-2,2019-035A,2026-06-23T20:41:38.697216,1.00264372,.00394231,55.2489,158.8038,216.4706,326.6444,0,U,44337,999,2573,0,-.62E-6,0
PROX-1,2019-036A,2026-06-24T22:56:39.058368,14.90782401,.0005816,23.9955,62.3473,125.1076,234.9969,0,U,44339,999,37463,.15002E-2,.15418E-3,0
NPSAT1,2019-036B,2026-06-24T06:58:19.316640,14.74627768,.00069821,23.9972,171.4923,290.6807,69.2940,0,U,44340,999,37354,.59218299E-3,.4286E-4,0
OTB,2019-036C,2026-06-23T18:16:27.609024,14.57220020,.00110745,23.9969,298.6743,76.5227,283.6498,0,U,44341,999,37233,.15475512E-3,.931E-5,0
FORMOSAT 7-3,2019-036E,2026-06-25T04:19:47.951040,15.09846412,.0000785,23.9979,123.5218,36.5043,323.5514,0,U,44343,999,38445,.23885E-3,.4313E-4,0
DSX,2019-036F,2026-06-23T13:50:49.099488,4.54374172,.19672271,42.3296,348.3563,18.6021,347.7110,0,U,44344,999,11608,0,-.55E-6,0
FORMOSAT 7-1,2019-036L,2026-06-23T18:45:04.688928,14.96529519,.00004387,23.9990,347.9379,251.1336,108.9117,0,U,44349,999,38564,.15970285E-3,.2163E-4,0
FORMOSAT 7-4,2019-036M,2026-06-24T22:29:44.111904,14.96527255,.0000879,23.9990,42.2492,285.7480,74.2924,0,U,44350,999,38523,.18643E-3,.2474E-4,0
FORMOSAT 7-2,2019-036N,2026-06-24T21:25:53.550624,14.96526304,.000035,23.9981,96.8623,275.1578,84.8883,0,U,44351,999,38474,.1783E-3,.2379E-4,0
FORMOSAT 7-6,2019-036Q,2026-06-23T23:01:15.606624,14.96536047,.00011113,23.9979,283.9762,159.5941,200.4605,0,U,44353,999,38283,.1585107E-3,.2149E-4,0
FORMOSAT 7-5,2019-036V,2026-06-23T19:16:26.952672,14.96538122,.00001208,23.9971,223.7781,163.1840,196.8664,0,U,44358,999,38334,.13164356E-3,.1836E-4,0
METEOR-M2 2,2019-038A,2026-06-25T04:22:46.533792,14.24367379,.0001764,98.9147,163.5859,37.0599,323.0701,0,U,44387,999,36243,-.42384E-5,-.56E-6,0
ICEYE-X4,2019-038D,2026-06-25T04:19:22.956384,15.29452260,.0011396,97.8761,209.5625,274.9703,85.0235,0,U,44390,999,38302,.48877E-3,.13911E-3,0
MOMENTUS-X1,2019-038Y,2026-06-25T00:45:26.980992,15.67267534,.0005689,97.6749,222.1365,351.6436,8.4728,0,U,44408,999,38778,.49184E-3,.52954E-3,0
COSMOS 2538,2019-039D,2026-06-25T04:47:36.194208,15.20812413,.0042165,97.5881,255.6505,18.8420,341.4363,0,U,44424,999,38112,.25324E-3,.5645E-4,0
YAOGAN-30 06A,2019-045A,2026-06-25T05:06:39.256704,15.02729031,.0004201,34.9940,281.1770,338.8917,21.1617,0,U,44449,999,37782,.14836E-3,.1993E-4,0
YAOGAN-30 06B,2019-045B,2026-06-24T06:14:54.855168,15.02725300,.00079074,34.9928,286.5142,139.4438,220.6861,0,U,44450,999,37772,.16876359E-3,.2273E-4,0
YAOGAN-30 06C,2019-045C,2026-06-24T07:17:07.418112,15.02714093,.00004932,34.9940,286.1363,306.1274,53.9389,0,U,44451,999,37762,.16678348E-3,.2244E-4,0
MERIDIAN 8,2019-046A,2026-06-23T16:46:10.199424,2.00598158,.70773556,63.1447,49.9299,274.8811,14.6463,0,U,44453,999,5047,0,-.91E-6,0
COSMOS 2539,2019-048A,2026-06-24T14:24:51.082272,1.00275673,.0000339,0.0378,95.9580,14.9021,30.1106,0,U,44457,999,2530,0,.9E-6,0
EDRS-C,2019-049A,2026-06-24T21:52:41.386368,1.00267608,.0001201,0.0137,21.1361,77.7275,284.8122,0,U,44475,999,2528,0,0,0
INTELSAT 39 (IS-39),2019-049B,2026-06-24T23:12:21.621024,1.00271609,.0000944,0.0066,29.2524,320.4307,333.4657,0,U,44476,999,2520,0,.43E-6,0
AMOS-17,2019-050A,2026-06-23T22:19:29.928000,1.00271061,.00019291,0.0161,338.2141,139.5461,146.1952,0,U,44479,999,2525,0,.116E-5,0
AEHF-5 (USA 292),2019-051A,2026-06-24T23:21:19.117152,1.00272120,.0065933,1.4468,336.8326,359.8116,19.8961,0,U,44481,999,2534,0,-.249E-5,0
BRO-1,2019-054A,2026-06-25T04:09:33.774912,15.93904287,.001331,44.9912,241.2524,10.8188,349.3004,0,U,44495,999,38101,.90683E-3,.34456E-2,.55228E-4
GLOBAL-4,2019-054E,2026-06-23T18:44:51.399744,15.64929133,.00050615,45.0043,198.3350,17.8498,342.2576,0,U,44499,999,38139,.37139288E-3,.37061E-3,0
NAVSTAR 78 (USA 293),2019-056A,2026-06-23T20:49:29.050176,2.00570063,.00623165,55.6337,330.8764,197.6606,333.5530,0,U,44506,999,5020,0,-.103E-5,0
COSMOS 2540,2019-057A,2026-06-25T04:53:44.583936,13.85948878,.0016253,99.2049,187.6224,146.3345,213.8846,0,U,44517,999,34498,.92568E-4,.63E-6,0
KX-09,2019-058B,2026-06-25T04:59:54.736224,14.96687730,.0009416,97.7777,189.4623,327.4161,32.6478,0,U,44520,999,37123,.5515E-4,.571E-5,0
ZY-1 02D,2019-059A,2026-06-25T05:22:54.934752,14.35262510,.0004306,98.6723,237.6822,7.2400,352.8846,0,U,44528,999,35549,.85328E-4,.199E-5,0
BNU-1 (JINGSHI 1),2019-059B,2026-06-25T03:59:11.949792,14.48392474,.0012995,98.6071,305.4000,355.1667,4.9397,0,U,44529,999,35814,.36762E-4,.91E-6,0
TAURUS-1 (JINNIUZUO 1),2019-059C,2026-06-25T04:41:00.913344,14.72162050,.000725,98.6419,341.5202,287.0067,73.0344,0,U,44530,999,35982,.71923E-3,.4479E-4,0
ZHUHAI-1 03B,2019-060C,2026-06-25T03:59:47.948352,15.54497947,.0007429,97.5530,334.3648,284.2478,75.7950,0,U,44536,999,37756,.52741E-3,.34751E-3,0
ZHUHAI-1 03D,2019-060E,2026-06-25T03:57:07.894080,15.50171144,.0006635,97.5388,326.4152,267.2616,92.7875,0,U,44538,999,37731,.64021E-3,.3614E-3,0
ZHUHAI-1 03E,2019-060F,2026-06-25T05:30:39.326112,15.41299636,.0005223,97.5614,326.4572,4.6528,355.4766,0,U,44539,999,37700,.46141E-3,.19159E-3,0
BEIDOU-3 M24,2019-061A,2026-06-22T14:41:16.365408,1.86229121,.00084477,54.3965,182.5445,358.6197,1.4065,0,U,44542,999,4589,0,.94E-6,0
BEIDOU-3 M23,2019-061B,2026-06-23T13:15:09.144288,1.86227312,.00058235,54.3954,182.4810,338.7823,203.1503,0,U,44543,999,4591,0,.102E-5,0
YUNHAI-1 02,2019-063A,2026-06-25T03:55:07.392000,14.32709425,.0006826,98.4118,186.3802,124.3960,235.7871,0,U,44547,999,35301,.12382E-3,.295E-5,0
COSMOS 2541,2019-065A,2026-06-23T18:02:02.957568,2.00603222,.64929635,62.7133,156.3459,272.1098,20.3237,0,U,44552,999,4935,0,.2E-5,0
GAOFEN-10R,2019-066A,2026-06-25T04:23:04.772832,14.83015540,.0007094,98.0499,129.8202,104.3795,255.8206,0,U,44622,999,36356,.14016E-3,.1085E-4,0
EUTELSAT 5 WEST B,2019-067A,2026-06-25T04:01:14.935872,1.00271347,.0003361,0.0620,2.1074,91.5645,234.9471,0,U,44624,999,2451,0,-.33E-6,0
MEV-1,2019-067B,2026-06-16T22:18:40.152960,1.00269616,.00027946,0.8740,268.9828,179.8034,307.2103,0,U,44625,999,6174,0,-.149E-5,0
PALISADE,2019-069A,2026-06-23T12:47:24.108288,13.11905039,.00106952,87.8877,278.4933,56.7274,303.4877,0,U,44634,999,31994,-.49207716E-3,-.163E-5,0
TJS-4,2019-070A,2026-06-25T04:26:27.519936,1.00273494,.0004359,0.0385,86.0614,317.5168,19.8882,0,U,44637,999,2461,0,-.161E-5,0
GAOFEN-7,2019-072A,2026-06-25T05:22:01.159392,15.21316673,.0017997,97.2429,237.3870,14.2720,345.9021,0,U,44703,999,36886,.18533E-3,.4097E-4,0
STARLINK-1008,2019-074B,2026-06-24T23:33:01.336608,15.50994358,.0001917,53.1523,31.3859,177.4590,182.6429,0,U,44714,999,36542,.9914E-3,.58511E-3,0
STARLINK-1012,2019-074F,2026-06-25T04:03:44.049312,15.51351499,.0002001,53.1560,30.7409,193.6070,166.4886,0,U,44718,999,36544,.11203E-2,.67104E-3,0
STARLINK-1017,2019-074L,2026-06-24T21:37:30.205056,15.32689659,.0004115,53.0461,33.4010,88.4516,271.6955,0,U,44723,999,36536,.11083E-2,.35281E-3,0
STARLINK-1020,2019-074N,2026-06-24T22:32:31.109280,15.56865293,.0003255,53.1563,55.2384,146.5719,213.5499,0,U,44725,999,36506,.10449E-2,.76663E-3,0
STARLINK-1036,2019-074AE,2026-06-25T06:00:02.000160,15.74583022,.000106,53.0420,20.6737,85.7185,70.1184,0,U,44741,999,597,-.54869E-4,-.88E-4,0
STARLINK-1039,2019-074AH,2026-06-24T01:09:39.137760,15.29666827,.00040857,53.0573,83.1340,95.8302,264.3163,0,U,44744,999,36459,.11373755E-2,.32933E-3,0
STARLINK-1042,2019-074AL,2026-06-24T01:39:10.830240,15.54912605,.00015536,53.0415,302.3595,120.8654,239.2509,0,U,44747,999,36659,.33038509E-3,.22059E-3,0
STARLINK-1043,2019-074AM,2026-06-24T23:02:27.994272,15.63774248,.0000209,53.0492,33.3521,116.0750,244.0285,0,U,44748,999,36537,.4691E-3,.4441E-3,0
STARLINK-1046,2019-074AQ,2026-06-24T22:40:16.621248,15.57091353,.0005939,53.0465,55.9175,123.5049,236.6530,0,U,44751,999,36505,.10537E-2,.78026E-3,0
STARLINK-1047,2019-074AR,2026-06-24T22:48:17.040672,15.34826399,.0003043,53.0686,4.0381,151.7967,208.3200,0,U,44752,999,36580,.28801E-3,.9499E-4,0
STARLINK-1048,2019-074AS,2026-06-23T06:30:17.025696,15.68852069,.00053895,53.0451,12.8028,104.0570,256.1046,0,U,44753,999,36550,.40878711E-3,.47525E-3,0
STARLINK-1063,2019-074BH,2026-06-25T04:30:38.783232,15.51058953,.0002171,53.1546,71.4332,131.8795,228.2400,0,U,44768,999,36489,.11756E-2,.69728E-3,0
STARLINK-1067,2019-074BL,2026-06-23T22:12:28.042848,15.79541212,.00018024,53.0434,40.1903,221.6712,138.4172,0,U,44771,999,36518,.52182754E-3,.97331E-3,0
STARLINK-1068,2019-074BM,2026-06-25T02:10:15.586752,15.77908634,.0002241,53.0404,8.2466,249.0239,111.0541,0,U,44772,999,36572,.58755E-3,.101919E-2,0
JILIN-1 GAOFEN 2A,2019-075A,2026-06-25T04:41:23.556192,15.39511158,.0007034,97.4968,260.1729,63.7780,296.4188,0,U,44777,999,36611,.44525E-3,.17429E-3,0
NINGXIA-1 1,2019-076A,2026-06-25T03:53:54.897216,14.02039303,.0011144,45.0042,144.2108,201.0698,158.9678,0,U,44779,999,33897,.45885E-4,-.59E-6,0
NINGXIA-1 2,2019-076B,2026-06-25T05:13:27.445728,14.02018452,.0006598,45.0066,144.3032,198.5089,161.5506,0,U,44780,999,33898,.26612E-4,-.89E-6,0
NINGXIA-1 3,2019-076C,2026-06-25T04:50:34.969632,14.02052216,.0009839,44.9983,142.5645,191.1149,168.9469,0,U,44781,999,33898,.5199E-4,-.5E-6,0
NINGXIA-1 4,2019-076D,2026-06-25T04:31:24.551904,14.02070402,.0012095,45.0064,144.0687,167.0351,193.0796,0,U,44782,999,33894,.96675E-4,.19E-6,0
NINGXIA-1 5,2019-076E,2026-06-25T04:12:39.838176,14.02086692,.0010624,45.0038,143.4910,191.8121,168.2465,0,U,44783,999,33889,.21143E-4,-.97E-6,0
KL-ALPHA A,2019-077A,2026-06-25T03:54:53.529984,13.56043661,.0013384,88.9248,221.6928,86.5268,273.7417,0,U,44785,999,32681,.96433E-4,.8E-6,0
KL-ALPHA B,2019-077B,2026-06-25T04:06:40.571424,13.56003152,.002824,88.9113,219.2707,124.0130,236.3712,0,U,44786,999,32626,.18351E-4,.26E-6,0
BEIDOU-3 M22,2019-078A,2026-06-22T23:43:57.808992,1.86227077,.00062495,53.9301,299.6233,51.2109,308.8401,0,U,44793,999,4475,0,-.107E-5,0
BEIDOU-3 M21,2019-078B,2026-06-20T10:39:18.276192,1.86227692,.00039213,53.9054,299.6746,48.8810,311.1504,0,U,44794,999,4471,0,-.92E-6,0
TIBA-1,2019-080A,2026-06-25T04:12:43.835040,1.00276442,.0002363,0.0502,359.7005,112.5677,259.7696,0,U,44800,999,2413,0,.165E-5,0
INMARSAT GX5,2019-080B,2026-06-25T04:05:44.504736,1.00271555,.0002419,0.0399,22.9056,80.9603,241.8789,0,U,44801,999,686,0,.84E-6,0
CARTOSAT-3,2019-081A,2026-06-24T17:33:16.166304,15.19327117,.0013864,97.4306,237.4776,124.8355,235.4186,0,U,44804,999,36461,.17742E-3,.3688E-4,0
GAOFEN-12 01,2019-082A,2026-06-25T04:33:57.682080,14.80464371,.0001981,97.8101,182.3584,62.0452,298.0961,0,U,44819,999,35527,.53359E-4,.357E-5,0
JILIN-1 GAOFEN 2B,2019-086A,2026-06-25T04:11:33.791424,15.20788219,.0012442,97.4883,248.1155,293.3258,66.6667,0,U,44836,999,36170,.28995E-3,.6333E-4,0
COSMOS 2544 [GLONASS-M],2019-088A,2026-06-24T01:38:18.774240,2.13102868,.00129437,65.5696,73.5010,257.9602,101.9270,0,U,44850,999,5086,0,-.68E-6,0
RISAT-2BR1,2019-089F,2026-06-25T03:11:21.094656,15.01692566,.001293,36.9606,64.4654,241.5452,118.3988,0,U,44857,999,35839,.2225E-3,.2873E-4,0
IHOPSAT-TD,2019-089H,2026-06-24T21:02:20.275584,15.11853797,.0006024,36.9681,352.0688,299.9363,60.0784,0,U,44859,999,35915,.16898E-3,.2863E-4,0
BEIDOU-3 M19,2019-090A,2026-06-24T06:00:48.320064,1.86231520,.0017586,56.5650,62.5564,297.6479,291.8664,0,U,44864,999,4436,0,-.95E-6,0
BEIDOU-3 M20,2019-090B,2026-06-24T02:41:48.318720,1.86231501,.0015371,56.5667,62.5955,311.9218,274.5279,0,U,44865,999,4434,0,-.95E-6,0
JCSAT-18 (KACIFIC 1),2019-091A,2026-06-23T22:28:51.794976,1.00263997,.00007071,0.0365,230.5457,160.8075,7.9439,0,U,44868,999,2407,0,-.196E-5,0
CSG-1,2019-092A,2026-06-25T05:16:58.138176,14.82159239,.0001453,97.8890,359.7063,89.8674,270.2705,0,U,44873,999,35266,.56532E-4,.398E-5,0
CHEOPS,2019-092B,2026-06-25T02:13:01.591392,14.61970269,.001184,98.1506,4.2500,76.8575,283.3947,0,U,44874,999,34705,.74154E-4,.325E-5,0
TIANQIN 1 (CAS-6),2019-093A,2026-06-25T04:27:04.067136,14.95470906,.0011927,97.7809,259.9674,35.1780,325.0226,0,U,44879,999,35324,.34346E-3,.3748E-4,0
ETRSS-1,2019-093B,2026-06-25T04:33:32.650272,14.95909220,.0012165,97.7829,260.4383,35.4735,324.7293,0,U,44880,999,35325,.37278E-3,.4119E-4,0
TIANYAN 01,2019-093C,2026-06-25T04:32:56.861664,14.86529248,.0014996,97.7532,248.2269,63.1588,297.1159,0,U,44881,999,35260,.36202E-4,.268E-5,0
TIANYAN 02,2019-093D,2026-06-25T03:54:41.090112,15.05303246,.0013315,97.7926,271.0295,1.3873,358.7388,0,U,44882,999,35381,.47277E-3,.6714E-4,0
CBERS 4A,2019-093E,2026-06-25T04:40:50.589408,14.81408440,.0000399,98.0191,243.6422,86.3671,273.7587,0,U,44883,999,35226,.52078E-4,.354E-5,0
WEILAI 1R,2019-093F,2026-06-25T04:32:37.921056,15.00705032,.0017596,97.7864,266.0875,12.6079,347.5581,0,U,44884,999,35362,.41685E-3,.5236E-4,0
FLORIPASAT-1,2019-093G,2026-06-25T05:01:53.843808,15.03952819,.0012127,97.7924,270.4976,46.8655,313.3582,0,U,44885,999,35385,.53475E-3,.7331E-4,0
SHUNTIAN,2019-093H,2026-06-25T04:07:34.661280,14.95188514,.0012418,97.8005,264.2912,43.3202,316.8992,0,U,44886,999,35337,.2236E-3,.2401E-4,0
ELEKTRO-L 3,2019-095A,2026-06-25T04:24:20.224224,1.00272157,.0001377,0.2784,81.8675,357.7624,335.7433,0,U,44903,999,2378,0,-.87E-6,0
GONETS-M 14,2019-096A,2026-06-25T04:17:03.656256,12.42870030,.001386,82.5232,79.6862,131.0888,229.1391,0,U,44905,999,29467,-.18329E-3,-.15E-6,0
GONETS-M 15,2019-096B,2026-06-25T04:59:23.218368,12.42871603,.0015286,82.5252,80.1309,153.9067,206.2786,0,U,44906,999,29464,-.13528E-3,-.9E-7,0
GONETS-M 16,2019-096C,2026-06-25T03:41:01.620672,12.42891769,.0010082,82.5198,79.1131,195.7836,164.2931,0,U,44907,999,29462,-.18331E-3,-.15E-6,0
RS-44 & BREEZE-KM R/B,2019-096E,2026-06-24T23:30:44.352864,12.79748967,.0218424,82.5224,334.5259,126.0184,236.1380,0,U,44909,999,30334,.72192E-4,.31E-6,0
SHIJIAN-20 (SJ-20),2019-097A,2026-06-24T21:24:46.841184,1.00253185,.0014829,4.9384,74.9737,57.8622,146.1475,0,U,44910,999,2377,0,.142E-5,0
STARLINK-1114,2020-001P,2026-06-25T06:00:02.000160,15.71301575,.0001829,53.0385,165.7318,97.1466,110.5801,0,U,44927,999,590,-.95368E-4,-.12936E-3,0
STARLINK-1123,2020-001S,2026-06-25T04:58:52.612032,15.60652943,.000825,53.1416,194.0808,10.3310,349.7871,0,U,44930,999,35649,.91631E-3,.77669E-3,0
STARLINK-1094,2020-001AD,2026-06-25T05:06:24.395904,15.56237899,.0007804,53.1503,169.6138,33.1132,327.0368,0,U,44941,999,35684,.10023E-2,.71843E-3,0
STARLINK-1122,2020-001AM,2026-06-25T03:47:13.094016,15.56555461,.0007151,53.1518,170.4703,28.9996,331.1412,0,U,44949,999,35682,.97392E-3,.70602E-3,0
